Season,Quarter,down,Opponent,distance,Diff_Score,Play_Type,Poss,Passer,Targeted,Carrier,Yards,Entry,training_1,training_2,training_3,training_4,training_5,shipping_packaging_available,ship_obs,patients_per_day,centrifuge_#,centrifuge_func,centrifuge_why,temp_(2-8)#,fridge_func,phone,phone_obs,fax,fax_obs,computer,computer_obs,internet,internet_obs,latitude,longitude,tdr_palu,tdr_hiv,widal,hb_sahli,list_of_all_exams,hierarchy,pdiag_hiv,pdiag_palu,pdiag_widal,pdiag_hb_sahli,pcomm,pship,training
2017, 3rd,2nd ,IND,10,14,run,OPP,0,0, Devonte Williams ,2,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 3rd,,IND,,14,other,OPP,0,0,0,0,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 3rd,3rd ,IND,8,14,run,OPP,0,0, Peyton Ramsey ,10,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 3rd,1st ,IND,10,14,pass,OPP, Peyton Ramsey, Ricky Brookins ,0,2,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 3rd,2nd ,IND,8,14,run,OPP,0,0, Ricky Brookins ,1,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 3rd,3rd ,IND,7,14,pass,OPP, Peyton Ramsey," Simmie Cobbs Jr., broken up by Tyrell Chavis ",0,0,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 3rd,4th ,IND,7,14,other,OPP,0,0,0,32,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 3rd,1st ,IND,10,17,run,PSU,0,0, Trace McSorley ,1,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 3rd,2nd ,IND,9,17,pass,PSU, Trace McSorley, DeAndre Thompkins ,0,18,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 3rd,1st ,IND,10,17,pass,PSU, Trace McSorley, DaeSean Hamilton ,0,5,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 3rd,2nd ,IND,5,17,pass,PSU, Trace McSorley, Juwan Johnson ,0,20,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 3rd,1st ,IND,10,17,run,PSU,0,0, Trace McSorley ,-1,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 3rd,2nd ,IND,11,17,pass,PSU, Trace McSorley, DaeSean Hamilton ,0,0,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 3rd,3rd ,IND,11,17,other,PSU,0,0,0,-3,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 3rd,4th ,IND,14,17,other,PSU,0,0,0,0,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 3rd,,IND,,17,other,OPP,0,0,0,65,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 3rd,1st ,IND,10,17,run,OPP,0,0, Devonte Williams ,4,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 3rd,2nd ,IND,6,17,pass,OPP, Peyton Ramsey, Devonte Williams ,0,23,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 3rd,1st ,IND,10,17,run,OPP,0,0, Devonte Williams ,0,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 3rd,1st ,IND,10,24,pass,PSU, Trace McSorley, Saeed Blacknall ,0,18,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 3rd,1st ,IND,10,24,run,PSU,0,0, Trace McSorley ,7,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 3rd,2nd ,IND,3,24,run,PSU,0,0, Trace McSorley ,3,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 3rd,1st ,IND,10,24,pass,PSU, Trace McSorley, DaeSean Hamilton ,0,24,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 3rd,,IND,,24,other,OPP,0,0,0,65,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 3rd,1st ,IND,10,24,run,OPP,0,0, Cole Gest ,5,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 3rd,2nd ,IND,5,24,run,OPP,0,0, Peyton Ramsey ,3,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 3rd,3rd ,IND,2,24,run,OPP,0,0, Cole Gest ,6,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 3rd,1st ,IND,10,24,run,OPP,0,0, Cole Gest ,4,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 3rd,2nd ,IND,6,24,pass,OPP, Peyton Ramsey, Ryan Watercutter ,0,0,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 3rd,3rd ,IND,6,24,pass,OPP, Peyton Ramsey, Ryan Watercutter ,0,0,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 3rd,4th ,IND,6,24,other,OPP,0,0,0,30,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 3rd,1st ,IND,10,24,run,PSU,0,0, Saquon Barkley ,-2,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 3rd,2nd ,IND,12,24,pass,PSU, Trace McSorley, Juwan Johnson ,0,0,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 3rd,3rd ,IND,12,24,pass,PSU, Trace McSorley, Tom Pancoast ,0,5,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,IND,,24,other,PSU,0,0,0,0,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 4th,4th ,IND,7,24,other,PSU,0,0,0,40,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 4th,1st ,IND,10,24,run,OPP,0,0, Whop Philyor ,8,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 4th,2nd ,IND,2,24,run,OPP,0,0, Cole Gest ,2,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 4th,1st ,IND,10,24,run,OPP,0,0, Peyton Ramsey ,0,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 4th,2nd ,IND,10,24,other,OPP,0,0,0,0,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 4th,3rd ,IND,10,24,run,OPP,0,0, Peyton Ramsey ,10,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 4th,1st ,IND,10,24,run,OPP,0,0, Ricky Brookins ,1,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 4th,2nd ,IND,9,24,run,OPP,0,0, Peyton Ramsey ,5,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 4th,3rd ,IND,4,24,pass,OPP, Peyton Ramsey, Whop Philyor ,0,4,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 4th,1st ,IND,10,24,pass,OPP, Peyton Ramsey,0,0,0,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 4th,2nd ,IND,10,24,run,OPP,0,0, Whop Philyor ,3,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 4th,3rd ,IND,7,24,pass,OPP, Peyton Ramsey," Simmie Cobbs Jr., broken up by Christian Campbell ",0,0,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 4th,4th ,IND,7,24,pass,OPP, Peyton Ramsey," Luke Timian, broken up by Grant Haley ",0,0,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 4th,1st ,IND,10,24,run,PSU,0,0, Saquon Barkley ,8,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 4th,2nd ,IND,2,24,pass,PSU, Trace McSorley, Saquon Barkley ,0,0,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 4th,3rd ,IND,2,24,run,PSU,0,0, Saquon Barkley ,3,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 4th,1st ,IND,10,24,run,PSU,0,0, Trace McSorley ,-1,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 4th,2nd ,IND,11,24,pass,PSU, Trace McSorley, DaeSean Hamilton ,0,25,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 4th,1st ,IND,10,24,run,PSU,0,0, Saquon Barkley ,4,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 4th,2nd ,IND,6,24,run,PSU,0,0, Trace McSorley ,0,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 4th,3rd ,IND,6,24,pass,PSU, Trace McSorley, DaeSean Hamilton ,0,0,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 4th,4th ,IND,6,24,other,PSU,0,0,0,0,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 4th,1st ,IND,10,24,run,OPP,0,0, Peyton Ramsey ,2,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 4th,2nd ,IND,8,24,pass,OPP, Peyton Ramsey, Taysir Mack ,0,4,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 4th,4th ,IND,4,24,other,OPP,0,0,0,42,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 4th,3rd ,IND,4,24,pass,OPP, Peyton Ramsey," Simmie Cobbs Jr., broken up by Lamont Wade ",0,0,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 4th,1st ,IND,10,31,pass,PSU, Trace McSorley, DeAndre Thompkins ,0,35,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 4th,1st ,IND,10,31,pass,PSU, Trace McSorley, Saquon Barkley ,0,9,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 4th,2nd ,IND,1,31,run,PSU,0,0, Saquon Barkley ,0,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 4th,3rd ,IND,1,31,pass,PSU, Trace McSorley, Juwan Johnson ,0,13,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 4th,1st ,IND,10,31,pass,PSU, Saquon Barkley, DaeSean Hamilton ,0,16,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 4th,,IND,,31,other,OPP,0,0,0,64,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 4th,1st ,IND,10,31,run,OPP,0,0, Cole Gest ,11,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 4th,1st ,IND,10,31,run,OPP,0,0, Cole Gest ,8,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 4th,2nd ,IND,2,31,run,OPP,0,0, Cole Gest ,3,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 4th,1st ,IND,10,31,run,OPP,0,0, Cole Gest ,-2,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 4th,2nd ,IND,12,31,run,OPP,0,0, Cole Gest ,9,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 4th,3rd ,IND,3,31,run,OPP,0,0, Cole Gest ,2,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 4th,4th ,IND,1,31,run,OPP,0,0, Alex Rodriguez ,3,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 4th,1st ,IND,10,31,run,OPP,0,0, Alex Rodriguez ,4,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 4th,2nd ,IND,6,31,run,OPP,0,0, Alex Rodriguez ,2,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,IND,,31,other,OPP,0,0,0,0,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,,NW,,0,other,PSU,0,0,0,65,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,1st ,NW,10,0,pass,PSU, Trace McSorley, Juwan Johnson ,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,2nd ,NW,10,0,pass,PSU, Trace McSorley, Mike Gesicki ,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,3rd ,NW,5,0,pass,PSU, Trace McSorley, Juwan Johnson ,0,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,1st ,NW,10,0,run,PSU,0,0, Saquon Barkley ,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,2nd ,NW,8,0,pass,PSU, Trace McSorley, Saquon Barkley ,0,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,1st ,NW,10,0,pass,PSU, Trace McSorley, Juwan Johnson ,0,10,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,1st ,NW,10,0,pass,PSU, Trace McSorley,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,2nd ,NW,10,0,pass,PSU, Trace McSorley, Saeed Blacknall ,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,3rd ,NW,10,0,run,PSU,0,0, Trace McSorley ,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,4th ,NW,8,0,run,PSU,0,0, Trace McSorley ,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,1st ,NW,10,0,pass,PSU, Trace McSorley, Juwan Johnson ,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,2nd ,NW,10,0,pass,PSU, Trace McSorley, Mike Gesicki ,0,5,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,3rd ,NW,5,0,pass,PSU, Trace McSorley, Juwan Johnson ,0,9,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,1st ,NW,10,0,run,PSU,0,0, Saquon Barkley ,2,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,2nd ,NW,8,0,pass,PSU, Trace McSorley, Saquon Barkley ,0,8,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,1st ,NW,10,0,pass,PSU, Trace McSorley, Juwan Johnson ,0,10,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,1st ,NW,10,0,pass,PSU, Trace McSorley, Irvin Charles ,0,0,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,2nd ,NW,10,0,pass,PSU, Trace McSorley, Saeed Blacknall ,0,0,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,3rd ,NW,10,0,run,PSU,0,0, Trace McSorley ,2,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,4th ,NW,8,0,run,PSU,0,0, Trace McSorley ,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,1st ,NW,10,0,run,OPP,0,0, Justin Jackson ,2,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,2nd ,NW,8,0,pass,OPP, Clayton Thorson, Flynn Nagel ,0,13,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,1st ,NW,10,0,pass,OPP, Clayton Thorson, Justin Jackson ,0,5,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,2nd ,NW,5,0,pass,OPP, Clayton Thorson, Bennett Skowronek ,0,0,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,3rd ,NW,5,0,run,OPP,0,0, Clayton Thorson ,6,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,1st ,NW,10,0,run,OPP,0,0, Jeremy Larkin ,2,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,2nd ,NW,8,0,run,OPP,0,0, Riley Lees ,0,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,3rd ,NW,8,0,pass,OPP, Clayton Thorson," Jeremy Larkin, broken up by Kevin Givens ",0,0,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,4th ,NW,8,0,pass,OPP, Clayton Thorson, Macan Wilson ,0,24,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,1st ,NW, Goal ,0,other,OPP,0,0,0,0,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,1st ,NW, Goal ,0,other,OPP,0,0,0,-8,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,2nd ,NW, Goal ,0,run,OPP,0,0, Justin Jackson ,0,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,3rd ,NW, Goal ,0,pass,OPP, Clayton Thorson,0,0,0,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,1st ,NW,10,0,run,OPP,0,0, Justin Jackson ,2,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,2nd ,NW,8,0,pass,OPP, Clayton Thorson, Flynn Nagel ,0,13,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,1st ,NW,10,0,pass,OPP, Clayton Thorson, Justin Jackson ,0,5,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,2nd ,NW,5,0,pass,OPP, Clayton Thorson, Bennett Skowronek ,0,0,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,3rd ,NW,5,0,run,OPP,0,0, Clayton Thorson ,6,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,1st ,NW,10,0,run,OPP,0,0, Jeremy Larkin ,2,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,2nd ,NW,8,0,run,OPP,0,0, Riley Lees ,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,3rd ,NW,8,0,pass,OPP, Clayton Thorson," Jeremy Larkin, broken up by Kevin Givens ",0,0,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,4th ,NW,8,0,pass,OPP, Clayton Thorson, Macan Wilson ,0,24,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,1st ,NW, Goal ,0,other,OPP,0,0,0,0,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,1st ,NW, Goal ,0,other,OPP,0,0,0,-8,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,2nd ,NW, Goal ,0,run,OPP,0,0, Justin Jackson ,0,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,3rd ,NW, Goal ,0,pass,OPP, Clayton Thorson,0,0,0,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,1st ,NW,10,0,run,PSU,0,0, Saquon Barkley ,8,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,2nd ,NW,2,0,run,PSU,0,0, Trace McSorley ,1,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,3rd ,NW,1,0,run,PSU,0,0, Saquon Barkley ,-3,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,4th ,NW,4,0,other,PSU,0,0,0,39,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,1st ,NW,10,0,run,PSU,0,0, Saquon Barkley ,8,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,2nd ,NW,2,0,run,PSU,0,0, Trace McSorley ,1,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,3rd ,NW,1,0,run,PSU,0,0, Saquon Barkley ,-3,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,4th ,NW,4,0,other,PSU,0,0,0,39,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,1st ,NW,10,0,other,OPP,0,0,0,28,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,1st ,NW,10,0,run,OPP,0,0, Justin Jackson ,1,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,2nd ,NW,9,0,pass,OPP, Clayton Thorson," Flynn Nagel, broken up by Grant Haley ",0,0,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,3rd ,NW,9,0,other,OPP,0,0,0,-9,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,1st ,NW,10,0,other,OPP,0,0,0,28,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,1st ,NW,10,0,run,OPP,0,0, Justin Jackson ,1,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,2nd ,NW,9,0,pass,OPP, Clayton Thorson," Flynn Nagel, broken up by Grant Haley ",0,0,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,3rd ,NW,9,0,other,OPP,0,0,0,-7,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,1st ,NW,10,3,pass,PSU, Trace McSorley, Saeed Blacknall ,0,12,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,1st ,NW,10,3,pass,PSU, Trace McSorley, Juwan Johnson ,0,2,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,2nd ,NW,8,3,run,PSU,0,0, Trace McSorley ,-3,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,3rd ,NW,11,3,pass,PSU, Trace McSorley, DaeSean Hamilton ,0,20,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,1st ,NW,10,3,other,PSU,0,0,0,0,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,1st ,NW, Goal ,3,run,PSU,0,0, Saquon Barkley ,-4,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,2nd ,NW, Goal ,3,run,PSU,0,0, Saquon Barkley ,-2,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,3rd ,NW, Goal ,3,pass,PSU, Trace McSorley, Juwan Johnson ,0,9,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,1st ,NW,10,3,pass,PSU, Trace McSorley, Saeed Blacknall ,0,12,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,1st ,NW,10,3,pass,PSU, Trace McSorley, Juwan Johnson ,0,2,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,2nd ,NW,8,3,run,PSU,0,0, Trace McSorley ,-3,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,3rd ,NW,11,3,pass,PSU, Trace McSorley, DaeSean Hamilton ,0,20,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,1st ,NW,10,3,other,PSU,0,0,0,0,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,1st ,NW, Goal ,3,run,PSU,0,0, Saquon Barkley ,-4,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,2nd ,NW, Goal ,3,run,PSU,0,0, Saquon Barkley ,-2,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,3rd ,NW, Goal ,3,pass,PSU, Trace McSorley, Juwan Johnson ,0,9,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,,NW,,3,other,PSU,0,0,0,0,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,,NW,,3,other,PSU,0,0,0,0,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,4th ,NW, Goal ,3,other,PSU,0,0,0,0,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,,NW,,3,other,OPP,0,0,0,63,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,1st ,NW,10,3,pass,OPP, Clayton Thorson, Flynn Nagel ,0,2,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,NW,,3,other,OPP,0,0,0,0,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 1st,1st ,NW,10,3,pass,OPP, Clayton Thorson, Flynn Nagel ,0,2,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 2nd,2nd ,NW,8,3,pass,OPP, Clayton Thorson, Kyric McGowan ,0,3,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 2nd,3rd ,NW,5,3,pass,OPP, Clayton Thorson, Justin Jackson ,0,0,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 2nd,4th ,NW,5,3,other,OPP,0,0,0,13,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 2nd,2nd ,NW,8,3,pass,OPP, Clayton Thorson, Kyric McGowan ,0,3,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 2nd,3rd ,NW,5,3,pass,OPP, Clayton Thorson, Justin Jackson ,0,0,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 2nd,4th ,NW,5,3,other,OPP,0,0,0,13,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017, 2nd,1st ,NW,10,10,pass,PSU, Trace McSorley, DeAndre Thompkins ,0,19,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
