Entry,DD,Down,Distance,Yardline,Poss,Quarter,Time,Team_Score,Opp_Score,Diff_Score,Text,Yards,Pass,Passer,Completed,Targeted,Run,Carrier,Punt,Field_Goal,Koreturn,Penalty,Date,Season,Location,HomeField,Line,O_U,Attendance,Gameid,Opponent,Play_Type,Poss
52,1st and 10 at GAST 25,1st ,10, GAST 25,GAST, 2nd,11:29,21,0,21, (11:29 - 2nd) Taz Bateman run for 3 yds to the GeoSt 28 ,3,0,0,0,0,1, Taz Bateman ,0,0,0,0,9/17/2017,2017," University Park, PA 16802 ",home,PSU-37.0,55,"102,746",400935356,GAST,run,OPP
53,2nd and 7 at GAST 28,2nd ,7, GAST 28,GAST, 2nd,11:03,21,0,21, (11:03 - 2nd) Conner Manning pass incomplete to Penny Hart ,0,1, Conner Manning,0, Penny Hart ,0,0,0,0,0,0,9/17/2017,2017," University Park, PA 16802 ",home,PSU-37.0,55,"102,746",400935356,GAST,pass,OPP
54,,,,,GAST, 2nd,11:03,21,0,21," (11:03 - 2nd) Timeout GEORGIA ST, clock 11:03 ",,,,,,,,,,,,9/17/2017,2017," University Park, PA 16802 ",home,PSU-37.0,55,"102,746",400935356,GAST,other,OPP
55,3rd and 7 at GAST 28,3rd ,7, GAST 28,GAST, 2nd,10:59,21,0,21, (10:59 - 2nd) Conner Manning pass incomplete to Devin Gentry ,0,1, Conner Manning,0, Devin Gentry ,0,0,0,0,0,0,9/17/2017,2017," University Park, PA 16802 ",home,PSU-37.0,55,"102,746",400935356,GAST,pass,OPP
56,4th and 7 at GAST 28,4th ,7, GAST 28,GAST, 2nd,10:53,21,0,21," (10:53 - 2nd) Oliver Holdenson punt for 36 yds, fair catch by DeAndre Thompkins at the PnSt 36 ",36,0,0,0,0,0,0,1,0,0,0,9/17/2017,2017," University Park, PA 16802 ",home,PSU-37.0,55,"102,746",400935356,GAST,other,OPP
57,1st and 10 at PSU 36,1st ,10, PSU 36,PSU, 2nd,10:34,21,0,21, (10:34 - 2nd) Trace McSorley pass complete to DaeSean Hamilton for 5 yds to the PnSt 41 ,5,1, Trace McSorley,1, DaeSean Hamilton ,0,0,0,0,0,0,9/17/2017,2017," University Park, PA 16802 ",home,PSU-37.0,55,"102,746",400935356,GAST,pass,PSU
58,2nd and 5 at PSU 41,2nd ,5, PSU 41,PSU, 2nd,10:19,21,0,21," (10:19 - 2nd) PENN ST Penalty, False Start (-5 Yards) to the PnSt 36 ",,0,0,0,0,0,0,0,0,0,1,9/17/2017,2017," University Park, PA 16802 ",home,PSU-37.0,55,"102,746",400935356,GAST,other,PSU
59,2nd and 10 at PSU 36,2nd ,10, PSU 36,PSU, 2nd,9:51,21,0,21, (9:51 - 2nd) Saquon Barkley run for a loss of 1 yard to the PnSt 35 ,-1,0,0,0,0,1, Saquon Barkley ,0,0,0,0,9/17/2017,2017," University Park, PA 16802 ",home,PSU-37.0,55,"102,746",400935356,GAST,run,PSU
60,3rd and 11 at PSU 35,3rd ,11, PSU 35,PSU, 2nd,9:20,21,0,21, (9:20 - 2nd) Trace McSorley pass incomplete ,0,1, Trace McSorley,0,0,0,0,0,0,0,0,9/17/2017,2017," University Park, PA 16802 ",home,PSU-37.0,55,"102,746",400935356,GAST,pass,PSU
61,4th and 11 at PSU 35,4th ,11, PSU 35,PSU, 2nd,9:10,21,0,21," (9:10 - 2nd) Blake Gillikin punt for 48 yds , Taz Bateman returns for 1 yd to the GeoSt 18 ",48,0,0,0,0,0,0,1,0,0,0,9/17/2017,2017," University Park, PA 16802 ",home,PSU-37.0,55,"102,746",400935356,GAST,other,PSU
62,1st and 10 at GAST 18,1st ,10, GAST 18,PSU, 2nd,9:04,21,0,21, (9:04 - 2nd) Conner Manning pass intercepted Grant Haley return for 4 yds to the GeoSt 29 ,4,1, Conner Manning,interception,0,0,0,0,0,0,0,9/17/2017,2017," University Park, PA 16802 ",home,PSU-37.0,55,"102,746",400935356,GAST,pass,PSU
63,1st and 10 at GAST 29,1st ,10, GAST 29,GAST, 2nd,8:55,28,0,28, (8:55 - 2nd) Miles Sanders 29 Yd Run (Tyler Davis Kick) ,29,0,0,0,0,1, (8:55 - 2nd) Miles Sanders ,0,0,0,0,9/17/2017,2017," University Park, PA 16802 ",home,PSU-37.0,55,"102,746",400935356,GAST,run,OPP
64,,,,,GAST, 2nd,8:55,28,0,28, (8:55 - 2nd) Tyler Davis kickoff for 65 yds for a touchback ,65,,,,,,,,,,,9/17/2017,2017," University Park, PA 16802 ",home,PSU-37.0,55,"102,746",400935356,GAST,other,OPP
65,1st and 10 at GAST 25,1st ,10, GAST 25,GAST, 2nd,8:48,28,0,28, (8:48 - 2nd) Taz Bateman run for no gain to the GeoSt 25 ,0,0,0,0,0,1, Taz Bateman ,0,0,0,0,9/17/2017,2017," University Park, PA 16802 ",home,PSU-37.0,55,"102,746",400935356,GAST,run,OPP
66,2nd and 10 at GAST 25,2nd ,10, GAST 25,GAST, 2nd,8:17,28,0,28," (8:17 - 2nd) Manning, Conner pass incomplete to Hart, Penny, PENALTY PENNST pass interference (Allen, Marcus) 15 yards to the GEORGIAST40, NO PLAY, 1ST DOWN GEORGIAST. ",0,0,0,0,0,0,0,0,0,0,1,9/17/2017,2017," University Park, PA 16802 ",home,PSU-37.0,55,"102,746",400935356,GAST,other,OPP
67,1st and 10 at GAST 40,1st ,10, GAST 40,GAST, 2nd,8:01,28,0,28, (8:01 - 2nd) Conner Manning pass complete to Todd Boyd for 18 yds to the PnSt 42 for a 1ST down ,18,1, Conner Manning,1, Todd Boyd ,0,0,0,0,0,0,9/17/2017,2017," University Park, PA 16802 ",home,PSU-37.0,55,"102,746",400935356,GAST,pass,OPP
68,1st and 10 at PSU 42,1st ,10, PSU 42,GAST, 2nd,7:36,28,0,28, (7:36 - 2nd) Conner Manning pass incomplete to Chandon Sullivan ,0,1, Conner Manning,0, Chandon Sullivan ,0,0,0,0,0,0,9/17/2017,2017," University Park, PA 16802 ",home,PSU-37.0,55,"102,746",400935356,GAST,pass,OPP
69,2nd and 10 at PSU 42,2nd ,10, PSU 42,GAST, 2nd,7:31,28,0,28, (7:31 - 2nd) Conner Manning pass complete to Tamir Jones for 5 yds to the PnSt 37 ,5,1, Conner Manning,1, Tamir Jones ,0,0,0,0,0,0,9/17/2017,2017," University Park, PA 16802 ",home,PSU-37.0,55,"102,746",400935356,GAST,pass,OPP
70,,,,,GAST, 2nd,6:56,28,0,28," (6:56 - 2nd) Timeout GEORGIA ST, clock 06:56 ",,,,,,,,,,,,9/17/2017,2017," University Park, PA 16802 ",home,PSU-37.0,55,"102,746",400935356,GAST,other,OPP
71,3rd and 5 at PSU 37,3rd ,5, PSU 37,GAST, 2nd,6:36,28,0,28, (6:36 - 2nd) Conner Manning pass complete to Kyler Neal for 12 yds to the PnSt 25 for a 1ST down ,12,1, Conner Manning,1, Kyler Neal ,0,0,0,0,0,0,9/17/2017,2017," University Park, PA 16802 ",home,PSU-37.0,55,"102,746",400935356,GAST,pass,OPP
72,1st and 10 at PSU 25,1st ,10, PSU 25,GAST, 2nd,6:16,28,0,28, (6:16 - 2nd) Kyler Neal run for a loss of 5 yards to the PnSt 30 ,-5,0,0,0,0,1, Kyler Neal ,0,0,0,0,9/17/2017,2017," University Park, PA 16802 ",home,PSU-37.0,55,"102,746",400935356,GAST,run,OPP
73,2nd and 15 at PSU 30,2nd ,15, PSU 30,GAST, 2nd,5:28,28,0,28, (5:28 - 2nd) Conner Manning pass intercepted Marcus Allen return for 50 yds to the GeoSt 25 ,50,1, Conner Manning,interception,0,0,0,0,0,0,0,9/17/2017,2017," University Park, PA 16802 ",home,PSU-37.0,55,"102,746",400935356,GAST,pass,OPP
74,1st and 10 at GAST 25,1st ,10, GAST 25,PSU, 2nd,4:58,35,0,35, (4:58 - 2nd) Trace McSorley run for 7 yds to the GeoSt 18 ,7,0,0,0,0,1, Trace McSorley ,0,0,0,0,9/17/2017,2017," University Park, PA 16802 ",home,PSU-37.0,55,"102,746",400935356,GAST,run,PSU
75,2nd and 3 at GAST 18,2nd ,3, GAST 18,PSU, 2nd,4:34,35,0,35, (4:34 - 2nd) Saquon Barkley run for a loss of 2 yards to the GeoSt 20 ,-2,0,0,0,0,1, Saquon Barkley ,0,0,0,0,9/17/2017,2017," University Park, PA 16802 ",home,PSU-37.0,55,"102,746",400935356,GAST,run,PSU
76,3rd and 5 at GAST 20,3rd ,5, GAST 20,PSU, 2nd,3:48,35,0,35, (3:48 - 2nd) Trace McSorley pass complete to Juwan Johnson for 12 yds to the GeoSt 8 for a 1ST down ,12,1, Trace McSorley,1, Juwan Johnson ,0,0,0,0,0,0,9/17/2017,2017," University Park, PA 16802 ",home,PSU-37.0,55,"102,746",400935356,GAST,pass,PSU
77,1st and Goal at GAST 8,1st , Goal , GAST 8,PSU, 2nd,3:26,35,0,35, (3:26 - 2nd) Trace McSorley 8 Yd Run (Tyler Davis Kick) ,8,0,0,0,0,1, (3:26 - 2nd) Trace McSorley,0,0,0,0,9/17/2017,2017," University Park, PA 16802 ",home,PSU-37.0,55,"102,746",400935356,GAST,run,PSU
78,,,,,PSU, 2nd,3:26,35,0,35, (3:26 - 2nd) Tyler Davis kickoff for 65 yds for a touchback ,65,,,,,,,,,,,9/17/2017,2017," University Park, PA 16802 ",home,PSU-37.0,55,"102,746",400935356,GAST,other,PSU
79,1st and 10 at GAST 25,1st ,10, GAST 25,PSU, 2nd,3:15,35,0,35, (3:15 - 2nd) Taz Bateman run for 1 yd to the GeoSt 26 ,1,0,0,0,0,1, Taz Bateman ,0,0,0,0,9/17/2017,2017," University Park, PA 16802 ",home,PSU-37.0,55,"102,746",400935356,GAST,run,PSU
80,2nd and 9 at GAST 26,2nd ,9, GAST 26,PSU, 2nd,2:39,35,0,35, (2:39 - 2nd) Taz Bateman run for no gain to the GeoSt 26 ,0,0,0,0,0,1, Taz Bateman ,0,0,0,0,9/17/2017,2017," University Park, PA 16802 ",home,PSU-37.0,55,"102,746",400935356,GAST,run,PSU
81,,,,,PSU, 2nd,2:39,35,0,35," (2:39 - 2nd) Timeout PENN ST, clock 02:39 ",,,,,,,,,,,,9/17/2017,2017," University Park, PA 16802 ",home,PSU-37.0,55,"102,746",400935356,GAST,other,PSU
82,3rd and 9 at GAST 26,3rd ,9, GAST 26,PSU, 2nd,2:25,35,0,35, (2:25 - 2nd) Conner Manning pass complete to Penny Hart for 12 yds to the GeoSt 38 for a 1ST down ,12,1, Conner Manning,1, Penny Hart ,0,0,0,0,0,0,9/17/2017,2017," University Park, PA 16802 ",home,PSU-37.0,55,"102,746",400935356,GAST,pass,PSU
83,1st and 10 at GAST 38,1st ,10, GAST 38,PSU, 2nd,1:57,35,0,35, (1:57 - 2nd) Conner Manning run for 2 yds to the GeoSt 40 ,2,0,0,0,0,1, Conner Manning ,0,0,0,0,9/17/2017,2017," University Park, PA 16802 ",home,PSU-37.0,55,"102,746",400935356,GAST,run,PSU
84,2nd and 8 at GAST 40,2nd ,8, GAST 40,PSU, 2nd,1:34,35,0,35, (1:34 - 2nd) Conner Manning pass incomplete to Taz Bateman ,0,1, Conner Manning,0, Taz Bateman ,0,0,0,0,0,0,9/17/2017,2017," University Park, PA 16802 ",home,PSU-37.0,55,"102,746",400935356,GAST,pass,PSU
85,3rd and 8 at GAST 40,3rd ,8, GAST 40,PSU, 2nd,1:23,35,0,35, (1:23 - 2nd) Conner Manning pass complete to Penny Hart for 12 yds to the PnSt 48 for a 1ST down ,12,1, Conner Manning,1, Penny Hart ,0,0,0,0,0,0,9/17/2017,2017," University Park, PA 16802 ",home,PSU-37.0,55,"102,746",400935356,GAST,pass,PSU
86,1st and 10 at PSU 48,1st ,10, PSU 48,PSU, 2nd,1:13,35,0,35, (1:13 - 2nd) Conner Manning pass incomplete to Jonathan Ifedi ,0,1, Conner Manning,0, Jonathan Ifedi ,0,0,0,0,0,0,9/17/2017,2017," University Park, PA 16802 ",home,PSU-37.0,55,"102,746",400935356,GAST,pass,PSU
87,2nd and 10 at PSU 48,2nd ,10, PSU 48,PSU, 2nd,1:04,35,0,35, (1:04 - 2nd) Taz Bateman run for no gain to the PnSt 48 ,0,0,0,0,0,1, Taz Bateman ,0,0,0,0,9/17/2017,2017," University Park, PA 16802 ",home,PSU-37.0,55,"102,746",400935356,GAST,run,PSU
88,3rd and 10 at PSU 45,3rd ,10, PSU 45,PSU, 2nd,0:53,35,0,35," (0:53 - 2nd) Conner Manning pass complete to Taz Bateman for 3 yds to the GeoSt 45 GEORGIA ST Penalty, Offensive Holding (-10 Yards) to the GeoSt 45 ",3,0,0,0,0,0,0,0,0,0,1,9/17/2017,2017," University Park, PA 16802 ",home,PSU-37.0,55,"102,746",400935356,GAST,other,PSU
89,3rd and 17 at GAST 45,3rd ,17, GAST 45,PSU, 2nd,0:49,35,0,35, (0:49 - 2nd) Conner Manning pass incomplete to Penny Hart ,0,1, Conner Manning,0, Penny Hart ,0,0,0,0,0,0,9/17/2017,2017," University Park, PA 16802 ",home,PSU-37.0,55,"102,746",400935356,GAST,pass,PSU
90,4th and 17 at GAST 45,4th ,17, GAST 45,PSU, 2nd,0:40,35,0,35," (0:40 - 2nd) Brandon Wright punt for 35 yds , DeAndre Thompkins returns for 17 yds to the PnSt 37 ",35,0,0,0,0,0,0,1,0,0,0,9/17/2017,2017," University Park, PA 16802 ",home,PSU-37.0,55,"102,746",400935356,GAST,other,PSU
91,1st and 10 at PSU 37,1st ,10, PSU 37,GAST, 2nd,0:29,35,0,35, (0:29 - 2nd) Saquon Barkley run for 33 yds to the GeoSt 30 for a 1ST down ,33,0,0,0,0,1, Saquon Barkley ,0,0,0,0,9/17/2017,2017," University Park, PA 16802 ",home,PSU-37.0,55,"102,746",400935356,GAST,run,OPP
92,1st and 10 at GAST 30,1st ,10, GAST 30,GAST, 2nd,0:24,35,0,35, (0:24 - 2nd) Trace McSorley pass complete to Saquon Barkley for 4 yds to the GeoSt 26 ,4,1, Trace McSorley,1, Saquon Barkley ,0,0,0,0,0,0,9/17/2017,2017," University Park, PA 16802 ",home,PSU-37.0,55,"102,746",400935356,GAST,pass,OPP
93,2nd and 6 at GAST 26,2nd ,6, GAST 26,GAST, 2nd,0:18,35,0,35, (0:18 - 2nd) Trace McSorley pass incomplete to DaeSean Hamilton ,0,1, Trace McSorley,0, DaeSean Hamilton ,0,0,0,0,0,0,9/17/2017,2017," University Park, PA 16802 ",home,PSU-37.0,55,"102,746",400935356,GAST,pass,OPP
94,3rd and 6 at GAST 26,3rd ,6, GAST 26,GAST, 2nd,0:14,35,0,35, (0:14 - 2nd) Trace McSorley pass complete to Juwan Johnson for 5 yds to the GeoSt 21 ,5,1, Trace McSorley,1, Juwan Johnson ,0,0,0,0,0,0,9/17/2017,2017," University Park, PA 16802 ",home,PSU-37.0,55,"102,746",400935356,GAST,pass,OPP
95,4th and 1 at GAST 21,4th ,1, GAST 21,GAST, 2nd,0:10,35,0,35, (0:10 - 2nd) Tyler Davis 39 yd FG MISSED ,,0,0,0,0,0,0,0,1,0,0,9/17/2017,2017," University Park, PA 16802 ",home,PSU-37.0,55,"102,746",400935356,GAST,other,OPP
96,1st and 10 at GAST 21,1st ,10, GAST 21,GAST, 2nd,0:02,35,0,35, (0:02 - 2nd) Taz Bateman run for 1 yd to the GeoSt 22 ,1,0,0,0,0,1, Taz Bateman ,0,0,0,0,9/17/2017,2017," University Park, PA 16802 ",home,PSU-37.0,55,"102,746",400935356,GAST,run,OPP
97,,,,,PSU, 3rd,15:00,35,0,35, (15:00 - 3rd) Tyler Davis kickoff for 65 yds for a touchback ,65,,,,,,,,,,,9/17/2017,2017," University Park, PA 16802 ",home,PSU-37.0,55,"102,746",400935356,GAST,other,PSU
98,1st and 10 at GAST 25,1st ,10, GAST 25,PSU, 3rd,14:49,35,0,35, (14:49 - 3rd) Conner Manning pass complete to Penny Hart for no gain to the GeoSt 25 ,0,1, Conner Manning,1, Penny Hart ,0,0,0,0,0,0,9/17/2017,2017," University Park, PA 16802 ",home,PSU-37.0,55,"102,746",400935356,GAST,pass,PSU
99,2nd and 10 at GAST 25,2nd ,10, GAST 25,PSU, 3rd,14:19,35,0,35, (14:19 - 3rd) Conner Manning pass complete to Penny Hart for 8 yds to the GeoSt 33 ,8,1, Conner Manning,1, Penny Hart ,0,0,0,0,0,0,9/17/2017,2017," University Park, PA 16802 ",home,PSU-37.0,55,"102,746",400935356,GAST,pass,PSU
100,3rd and 2 at GAST 33,3rd ,2, GAST 33,PSU, 3rd,13:45,35,0,35, (13:45 - 3rd) Kyler Neal run for 5 yds to the GeoSt 38 for a 1ST down ,5,0,0,0,0,1, Kyler Neal ,0,0,0,0,9/17/2017,2017," University Park, PA 16802 ",home,PSU-37.0,55,"102,746",400935356,GAST,run,PSU
101,1st and 10 at GAST 38,1st ,10, GAST 38,PSU, 3rd,13:14,35,0,35, (13:14 - 3rd) Taz Bateman run for 9 yds to the GeoSt 47 ,9,0,0,0,0,1, Taz Bateman ,0,0,0,0,9/17/2017,2017," University Park, PA 16802 ",home,PSU-37.0,55,"102,746",400935356,GAST,run,PSU
102,2nd and 1 at GAST 47,2nd ,1, GAST 47,PSU, 3rd,12:36,35,0,35, (12:36 - 3rd) Taz Bateman run for a loss of 3 yards to the GeoSt 44 ,-3,0,0,0,0,1, Taz Bateman ,0,0,0,0,9/17/2017,2017," University Park, PA 16802 ",home,PSU-37.0,55,"102,746",400935356,GAST,run,PSU
103,3rd and 4 at GAST 44,3rd ,4, GAST 44,PSU, 3rd,11:54,35,0,35, (11:54 - 3rd) Conner Manning pass complete to Todd Boyd for 14 yds to the PnSt 42 for a 1ST down ,14,1, Conner Manning,1, Todd Boyd ,0,0,0,0,0,0,9/17/2017,2017," University Park, PA 16802 ",home,PSU-37.0,55,"102,746",400935356,GAST,pass,PSU
104,1st and 10 at PSU 42,1st ,10, PSU 42,PSU, 3rd,11:31,35,0,35, (11:31 - 3rd) Conner Manning pass incomplete to Todd Boyd ,0,1, Conner Manning,0, Todd Boyd ,0,0,0,0,0,0,9/17/2017,2017," University Park, PA 16802 ",home,PSU-37.0,55,"102,746",400935356,GAST,pass,PSU
105,2nd and 10 at PSU 42,2nd ,10, PSU 42,PSU, 3rd,11:04,35,0,35, (11:04 - 3rd) Conner Manning pass complete to Glenn Smith for 5 yds to the PnSt 37 ,5,1, Conner Manning,1, Glenn Smith ,0,0,0,0,0,0,9/17/2017,2017," University Park, PA 16802 ",home,PSU-37.0,55,"102,746",400935356,GAST,pass,PSU
106,3rd and 5 at PSU 37,3rd ,5, PSU 37,PSU, 3rd,10:41,35,0,35," (10:41 - 3rd) Conner Manning sacked by Shaka Toney and Manny Bowen for a loss of 8 yards to the PnSt 45 Conner Manning fumbled, recovered by PnSt Kevin Givens , return for 0 yards ",-8,,,,,,,,,,,9/17/2017,2017," University Park, PA 16802 ",home,PSU-37.0,55,"102,746",400935356,GAST,other,PSU
107,1st and 10 at PSU 45,1st ,10, PSU 45,PSU, 3rd,10:21,42,0,42, (10:21 - 3rd) Trace McSorley pass complete to Mike Gesicki for 6 yds to the GeoSt 49 ,6,1, Trace McSorley,1, Mike Gesicki ,0,0,0,0,0,0,9/17/2017,2017," University Park, PA 16802 ",home,PSU-37.0,55,"102,746",400935356,GAST,pass,PSU
108,2nd and 4 at GAST 49,2nd ,4, GAST 49,PSU, 3rd,10:02,42,0,42, (10:02 - 3rd) Saquon Barkley run for 1 yd to the GeoSt 48 ,1,0,0,0,0,1, Saquon Barkley ,0,0,0,0,9/17/2017,2017," University Park, PA 16802 ",home,PSU-37.0,55,"102,746",400935356,GAST,run,PSU
109,3rd and 3 at GAST 48,3rd ,3, GAST 48,PSU, 3rd,9:35,42,0,42, (9:35 - 3rd) Trace McSorley run for 9 yds to the GeoSt 39 for a 1ST down ,9,0,0,0,0,1, Trace McSorley ,0,0,0,0,9/17/2017,2017," University Park, PA 16802 ",home,PSU-37.0,55,"102,746",400935356,GAST,run,PSU
110,1st and 10 at GAST 39,1st ,10, GAST 39,PSU, 3rd,8:53,42,0,42, (8:53 - 3rd) Trace McSorley pass complete to Saeed Blacknall for 21 yds to the GeoSt 18 for a 1ST down ,21,1, Trace McSorley,1, Saeed Blacknall ,0,0,0,0,0,0,9/17/2017,2017," University Park, PA 16802 ",home,PSU-37.0,55,"102,746",400935356,GAST,pass,PSU
111,1st and 10 at GAST 18,1st ,10, GAST 18,PSU, 3rd,8:33,42,0,42, (8:33 - 3rd) Saquon Barkley run for 3 yds to the GeoSt 15 ,3,0,0,0,0,1, Saquon Barkley ,0,0,0,0,9/17/2017,2017," University Park, PA 16802 ",home,PSU-37.0,55,"102,746",400935356,GAST,run,PSU
112,2nd and 7 at GAST 15,2nd ,7, GAST 15,PSU, 3rd,7:56,42,0,42, (7:56 - 3rd) Brandon Polk 15 Yd pass from Trace McSorley (Tyler Davis Kick) ,,1,Trace McSorley,1, Brandon Polk ,0,0,0,0,0,0,9/17/2017,2017," University Park, PA 16802 ",home,PSU-37.0,55,"102,746",400935356,GAST,pass,PSU
113,,,,,GAST, 3rd,7:56,42,0,42," (7:56 - 3rd) Alex Barbir kickoff for 65 yds , Glenn Smith return for 17 yds to the GeoSt 17 ",65,,,,,,,,,,,9/17/2017,2017," University Park, PA 16802 ",home,PSU-37.0,55,"102,746",400935356,GAST,other,OPP
114,1st and 10 at GAST 17,1st ,10, GAST 17,GAST, 3rd,7:46,42,0,42, (7:46 - 3rd) Conner Manning pass intercepted Tariq Castro-Fields return for no gain to the GeoSt 42 ,0,1, Conner Manning,interception,0,0,0,0,0,0,0,9/17/2017,2017," University Park, PA 16802 ",home,PSU-37.0,55,"102,746",400935356,GAST,pass,OPP
115,1st and 10 at GAST 42,1st ,10, GAST 42,GAST, 3rd,7:22,49,0,49, (7:22 - 3rd) Trace McSorley pass complete to Tommy Stevens for 9 yds to the GeoSt 33 ,9,1, Trace McSorley,1, Tommy Stevens ,0,0,0,0,0,0,9/17/2017,2017," University Park, PA 16802 ",home,PSU-37.0,55,"102,746",400935356,GAST,pass,OPP
116,2nd and 1 at GAST 33,2nd ,1, GAST 33,GAST, 3rd,6:51,49,0,49, (6:51 - 3rd) Mark Allen run for 8 yds to the GeoSt 25 for a 1ST down ,8,0,0,0,0,1, Mark Allen ,0,0,0,0,9/17/2017,2017," University Park, PA 16802 ",home,PSU-37.0,55,"102,746",400935356,GAST,run,OPP
117,1st and 10 at GAST 25,1st ,10, GAST 25,GAST, 3rd,6:39,49,0,49," (6:39 - 3rd) Tommy Stevens sacked by Dontae Wilson for a loss of 10 yards to the GeoSt 35 Tommy Stevens fumbled, recovered by PnSt ",-10,,,,,,,,,,,9/17/2017,2017," University Park, PA 16802 ",home,PSU-37.0,55,"102,746",400935356,GAST,other,OPP
118,2nd and 20 at GAST 35,2nd ,20, GAST 35,GAST, 3rd,6:01,49,0,49, (6:01 - 3rd) Saeed Blacknall 35 Yd pass from Tommy Stevens (Tyler Davis Kick) ,,1,Tommy Stevens,1, Saeed Blacknall ,0,0,0,0,0,0,9/17/2017,2017," University Park, PA 16802 ",home,PSU-37.0,55,"102,746",400935356,GAST,pass,OPP
119,,,,,PSU, 3rd,6:01,49,0,49," (6:01 - 3rd) Alex Barbir kickoff for 62 yds, out-of-bounds, ball at the GeoSt 35 ",62,,,,,,,,,,,9/17/2017,2017," University Park, PA 16802 ",home,PSU-37.0,55,"102,746",400935356,GAST,other,PSU
120,1st and 10 at GAST 35,1st ,10, GAST 35,PSU, 3rd,5:44,49,0,49, (5:44 - 3rd) Aaron Winchester run for no gain to the GeoSt 35 ,0,0,0,0,0,1, Aaron Winchester ,0,0,0,0,9/17/2017,2017," University Park, PA 16802 ",home,PSU-37.0,55,"102,746",400935356,GAST,run,PSU
121,2nd and 10 at GAST 35,2nd ,10, GAST 35,PSU, 3rd,5:02,49,0,49, (5:02 - 3rd) Aaron Winchester run for a loss of 3 yards to the GeoSt 32 ,-3,0,0,0,0,1, Aaron Winchester ,0,0,0,0,9/17/2017,2017," University Park, PA 16802 ",home,PSU-37.0,55,"102,746",400935356,GAST,run,PSU
122,3rd and 13 at GAST 32,3rd ,13, GAST 32,PSU, 3rd,4:22,49,0,49, (4:22 - 3rd) Aaron Winchester pass incomplete to Penny Hart ,0,1, Aaron Winchester,0, Penny Hart ,0,0,0,0,0,0,9/17/2017,2017," University Park, PA 16802 ",home,PSU-37.0,55,"102,746",400935356,GAST,pass,PSU
123,4th and 13 at GAST 32,4th ,13, GAST 32,PSU, 3rd,4:06,49,0,49," (4:06 - 3rd) Oliver Holdenson punt for 41 yds , DeAndre Thompkins returns for 27 yds to the GeoSt 46 ",41,0,0,0,0,0,0,1,0,0,0,9/17/2017,2017," University Park, PA 16802 ",home,PSU-37.0,55,"102,746",400935356,GAST,other,PSU
124,1st and 10 at GAST 46,1st ,10, GAST 46,PSU, 3rd,3:30,49,0,49, (3:30 - 3rd) Miles Sanders run for no gain to the GeoSt 46 ,0,0,0,0,0,1, Miles Sanders ,0,0,0,0,9/17/2017,2017," University Park, PA 16802 ",home,PSU-37.0,55,"102,746",400935356,GAST,run,PSU
125,2nd and 10 at GAST 46,2nd ,10, GAST 46,PSU, 3rd,3:21,49,0,49, (3:21 - 3rd) Tommy Stevens pass incomplete to Brandon Polk ,0,1, Tommy Stevens,0, Brandon Polk ,0,0,0,0,0,0,9/17/2017,2017," University Park, PA 16802 ",home,PSU-37.0,55,"102,746",400935356,GAST,pass,PSU
126,3rd and 10 at GAST 46,3rd ,10, GAST 46,PSU, 3rd,3:08,49,0,49, (3:08 - 3rd) Tommy Stevens pass incomplete to Miles Sanders ,0,1, Tommy Stevens,0, Miles Sanders ,0,0,0,0,0,0,9/17/2017,2017," University Park, PA 16802 ",home,PSU-37.0,55,"102,746",400935356,GAST,pass,PSU
127,4th and 10 at GAST 46,4th ,10, GAST 46,GAST, 3rd,3:08,49,0,49," (3:08 - 3rd) Blake Gillikin punt for 36 yds, downed at the GeoSt 10 ",36,0,0,0,0,0,0,1,0,0,0,9/17/2017,2017," University Park, PA 16802 ",home,PSU-37.0,55,"102,746",400935356,GAST,other,OPP
128,1st and 10 at GAST 10,1st ,10, GAST 10,GAST, 3rd,2:41,49,0,49, (2:41 - 3rd) Taz Bateman run for 1 yd to the GeoSt 11 ,1,0,0,0,0,1, Taz Bateman ,0,0,0,0,9/17/2017,2017," University Park, PA 16802 ",home,PSU-37.0,55,"102,746",400935356,GAST,run,OPP
129,2nd and 9 at GAST 11,2nd ,9, GAST 11,GAST, 3rd,2:01,49,0,49, (2:01 - 3rd) Taz Bateman run for a loss of 1 yard to the GeoSt 10 ,-1,0,0,0,0,1, Taz Bateman ,0,0,0,0,9/17/2017,2017," University Park, PA 16802 ",home,PSU-37.0,55,"102,746",400935356,GAST,run,OPP
130,3rd and 10 at GAST 10,3rd ,10, GAST 10,GAST, 3rd,1:21,49,0,49, (1:21 - 3rd) Aaron Winchester run for 11 yds to the GeoSt 21 for a 1ST down ,11,0,0,0,0,1, Aaron Winchester ,0,0,0,0,9/17/2017,2017," University Park, PA 16802 ",home,PSU-37.0,55,"102,746",400935356,GAST,run,OPP
131,1st and 10 at GAST 21,1st ,10, GAST 21,GAST, 3rd,0:49,49,0,49, (0:49 - 3rd) Taz Bateman run for 5 yds to the GeoSt 26 ,5,0,0,0,0,1, Taz Bateman ,0,0,0,0,9/17/2017,2017," University Park, PA 16802 ",home,PSU-37.0,55,"102,746",400935356,GAST,run,OPP
